en_a	Gen_b	Ortholog_Status	Species_with_Ortholog	Hormone	Duplicated_Ortholog
Solyc01g109710	SLYcer01g08363	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc01g109710	Sopen01g051900	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc01g109710	SPI01g08585	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc01g111360	Capana08g002712	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc01g111360	PGSC0003DMP400011000\tPGSC0003DMT400015869	Has Ortholog	Potato	Auxin	FALSE
Solyc01g111360	SLYcer01g08509	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc01g111360	Sopen01g053430	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc01g111360	SPI01g08738	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc01g111440	NA	No Ortholog	None	Auxin	FALSE
Solyc01g112220	Capang01g005430	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc01g112220	Capana08g002299	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc01g112220	PGSC0003DMP400025861\tPGSC0003DMT400038068	Has Ortholog	Potato	Auxin	FALSE
Solyc01g112220	SLYcer01g08597	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc01g112220	Sopen01g054270	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc01g112220	SPI01g08828	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g062930	NA	No Ortholog	None	Auxin	FALSE
Solyc02g064750	Capang02g000573	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g064750	Capana02g000650	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g064750	PGSC0003DMP400023072\tPGSC0003DMT400033881	Has Ortholog	Potato	Auxin	FALSE
Solyc02g064750	Sopen02g014850	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g064750	SPI02g02193	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g069800	Capang02g001199	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g069800	Capana02g001365	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g069800	PGSC0003DMP400036620\tPGSC0003DMT400054431	Has Ortholog	Potato	Auxin	FALSE
Solyc02g069800	SLYcer02g03786	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g069800	Sopen02g018960	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g069800	SPI02g02683	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g077780	Capang02g001660	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g077780	Capana02g001896	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g077780	PGSC0003DMP400054955\tPGSC0003DMT400081218	Has Ortholog	Potato	Auxin	FALSE
Solyc02g077780	SLYcer02g04174	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g077780	Sopen02g022650	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g077780	SPI02g03067	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g077850	Capang02g001688	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g077850	Capana02g001910	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g077850	PGSC0003DMP400051759\tPGSC0003DMT400076407	Has Ortholog	Potato	Auxin	FALSE
Solyc02g077850	SLYcer02g04184	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g077850	Sopen02g022710	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g077850	SPI02g03077	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g078220	Capang02g001315	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g078220	Capana02g001500	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g078220	PGSC0003DMP400051778\tPGSC0003DMT400076432	Has Ortholog	Potato	Auxin	FALSE
Solyc02g078220	SLYcer02g04214	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g078220	Sopen02g023080	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g078220	SPI02g03112	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g079040	Capang02g001816	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g079040	Capana02g002034	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g079040	PGSC0003DMP400038860\tPGSC0003DMT400057731	Has Ortholog	Potato	Auxin	FALSE
Solyc02g079040	SLYcer02g04300	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g079040	Sopen02g023850	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g079040	SPI02g03202	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g079230	Capang02g001855	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g079230	Capana02g002061	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g079230	PGSC0003DMP400038731\tPGSC0003DMT400057560	Has Ortholog	Potato	Auxin	FALSE
Solyc02g079230	SLYcer02g04325	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g079230	Sopen02g024050	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g079230	SPI02g03223	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g079330	PGSC0003DMP400038726\tPGSC0003DMT400057543	Has Ortholog	Potato	Auxin	FALSE
Solyc02g079330	SLYcer02g04336;SLYcer02g04340	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc02g079330	SLYcer02g04336;SLYcer02g04340	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc02g079330	Sopen02g024150	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g079330	SPI02g03232	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g079350	PGSC0003DMP400038726\tPGSC0003DMT400057543	Has Ortholog	Potato	Auxin	FALSE
Solyc02g079350	SLYcer02g04336;SLYcer02g04340	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc02g079350	SLYcer02g04336;SLYcer02g04340	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc02g079350	Sopen02g024150	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g079350	SPI02g03232	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g080970	PGSC0003DMP400028756\tPGSC0003DMT400042390	Has Ortholog	Potato	Auxin	FALSE
Solyc02g080970	SLYcer02g04483	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g080970	Sopen02g025650	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g080970	SPI02g03378	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g081460	Capang02g002059	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g081460	Capana02g002299	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g081460	PGSC0003DMP400034260\tPGSC0003DMT400050760	Has Ortholog	Potato	Auxin	FALSE
Solyc02g081460	SLYcer02g04533	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g081460	Sopen02g026100	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g081460	SPI02g03427	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g082510	Capang02g002173	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g082510	Capana02g002432	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g082510	PGSC0003DMP400057927\tPGSC0003DMT400086252	Has Ortholog	Potato	Auxin	FALSE
Solyc02g082510	SLYcer02g04641	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g082510	Sopen02g027200	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g082510	SPI02g03558	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g085050	Capang08g000736	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g085050	Capana02g002760	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g085050	PGSC0003DMP400006264\tPGSC0003DMT400009045	Has Ortholog	Potato	Auxin	FALSE
Solyc02g085050	SLYcer02g04904	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g085050	Sopen02g029750	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g085050	SPI02g03829	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g087730	Capang02g003128	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g087730	Capana02g003396	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g087730	PGSC0003DMP400002350\tPGSC0003DMT400003312	Has Ortholog	Potato	Auxin	FALSE
Solyc02g087730	SLYcer02g05184	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g087730	Sopen02g032460	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g087730	SPI02g04114	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g087880	Sopen00g003710;Sopen00g004560;Sopen02g032600;Sopen02g036440;Sopen08g002850;Sopen12g030180	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc02g087880	Sopen00g003710;Sopen00g004560;Sopen02g032600;Sopen02g036440;Sopen08g002850;Sopen12g030180	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc02g087880	Sopen00g003710;Sopen00g004560;Sopen02g032600;Sopen02g036440;Sopen08g002850;Sopen12g030180	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc02g087880	Sopen00g003710;Sopen00g004560;Sopen02g032600;Sopen02g036440;Sopen08g002850;Sopen12g030180	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc02g087880	Sopen00g003710;Sopen00g004560;Sopen02g032600;Sopen02g036440;Sopen08g002850;Sopen12g030180	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc02g087880	Sopen00g003710;Sopen00g004560;Sopen02g032600;Sopen02g036440;Sopen08g002850;Sopen12g030180	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc02g089220	Capang02g002993	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g089220	Capana02g003247	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g089220	PGSC0003DMP400002661\tPGSC0003DMT400003726;PGSC0003DMP400002663\tPGSC0003DMT400003728	Has Ortholog	Potato	Auxin	TRUE
Solyc02g089220	PGSC0003DMP400002661\tPGSC0003DMT400003726;PGSC0003DMP400002663\tPGSC0003DMT400003728	Has Ortholog	Potato	Auxin	TRUE
Solyc02g089220	SLYcer02g05333	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g089220	Sopen02g034010	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g089220	SPI02g04256	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g089620	Capang02g002926	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g089620	Capana00g002896	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g089620	PGSC0003DMP400017783\tPGSC0003DMT400026051	Has Ortholog	Potato	Auxin	FALSE
Solyc02g089620	SLYcer02g05373	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g089620	Sopen02g034350	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g089620	SPI02g04296	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g089630	Capang02g002925	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g089630	Capana00g002895	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g089630	PGSC0003DMP400017780\tPGSC0003DMT400026048;PGSC0003DMP400017781\tPGSC0003DMT400026049	Has Ortholog	Potato	Auxin	TRUE
Solyc02g089630	PGSC0003DMP400017780\tPGSC0003DMT400026048;PGSC0003DMP400017781\tPGSC0003DMT400026049	Has Ortholog	Potato	Auxin	TRUE
Solyc02g089630	SLYcer02g05374	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g089630	Sopen02g034360	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g089630	SPI02g04297	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g090980	Capang02g002795	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g090980	Capana02g003086	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g090980	PGSC0003DMP400007206\tPGSC0003DMT400010341	Has Ortholog	Potato	Auxin	FALSE
Solyc02g090980	Sopen02g035630	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g091100	Capang02g002562	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g091100	Capana02g002837	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g091100	PGSC0003DMP400053358\tPGSC0003DMT400078735	Has Ortholog	Potato	Auxin	FALSE
Solyc02g091100	SLYcer02g05509	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g091100	Sopen02g035750	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g091100	SPI02g04429	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g092910	Capang02g002747	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g092910	Capana02g003032	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g092910	PGSC0003DMP400043298\tPGSC0003DMT400064229	Has Ortholog	Potato	Auxin	FALSE
Solyc02g092910	SLYcer02g05686	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g092910	Sopen02g037470	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g092910	SPI02g04607	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc02g094160	Capang02g003364	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc02g094160	Capana02g003646	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc02g094160	PGSC0003DMP400035200\tPGSC0003DMT400052217	Has Ortholog	Potato	Auxin	FALSE
Solyc02g094160	SLYcer02g05813	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc02g094160	Sopen02g038790	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc02g094160	SPI02g04734	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g025720	Capang03g002206	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc03g025720	Capana02g001122	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc03g025720	PGSC0003DMP400025273\tPGSC0003DMT400037207	Has Ortholog	Potato	Auxin	FALSE
Solyc03g025720	SLYcer03g00454	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g025720	Sopen03g004540	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g025720	SPI03g00675	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g063600	Capang03g002723	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc03g063600	Capana00g003742	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc03g063600	PGSC0003DMP400017126\tPGSC0003DMT400025107	Has Ortholog	Potato	Auxin	FALSE
Solyc03g063600	SLYcer03g02615	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g063600	Sopen03g016310	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g081210	PGSC0003DMP400066143\tPGSC0003DMT400094468	Has Ortholog	Potato	Auxin	FALSE
Solyc03g081210	SLYcer03g03212	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g081210	Sopen03g021940	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g081210	SPI03g03304	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g083270	Capang03g001913;Capang06g002365	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc03g083270	Capang03g001913;Capang06g002365	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc03g083270	Capana03g002017;Capana06g002534	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc03g083270	Capana03g002017;Capana06g002534	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc03g083270	PGSC0003DMP400016077\tPGSC0003DMT400023575	Has Ortholog	Potato	Auxin	FALSE
Solyc03g083270	SLYcer03g03330	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g083270	Sopen03g023020	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g083270	SPI03g03414	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g097340	Capang03g001743	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc03g097340	Capana03g001813	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc03g097340	PGSC0003DMP400001125\tPGSC0003DMT400001513;PGSC0003DMP400045990\tPGSC0003DMT400068077	Has Ortholog	Potato	Auxin	TRUE
Solyc03g097340	PGSC0003DMP400001125\tPGSC0003DMT400001513;PGSC0003DMP400045990\tPGSC0003DMT400068077	Has Ortholog	Potato	Auxin	TRUE
Solyc03g097340	SLYcer03g03989	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g097340	Sopen03g028100	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g097340	SPI03g04047	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g113220	Capang03g001042;Capang06g000947	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc03g113220	Capang03g001042;Capang06g000947	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc03g113220	Capana03g001087;Capana06g001002	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc03g113220	Capana03g001087;Capana06g001002	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190;PGSC0003DMP400043955\tPGSC0003DMT400065192;PGSC0003DMP400043956\tPGSC0003DMT400065193;PGSC0003DMP400055776\tPGSC0003DMT400083045	Has Ortholog	Potato	Auxin	TRUE
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190;PGSC0003DMP400043955\tPGSC0003DMT400065192;PGSC0003DMP400043956\tPGSC0003DMT400065193;PGSC0003DMP400055776\tPGSC0003DMT400083045	Has Ortholog	Potato	Auxin	TRUE
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190;PGSC0003DMP400043955\tPGSC0003DMT400065192;PGSC0003DMP400043956\tPGSC0003DMT400065193;PGSC0003DMP400055776\tPGSC0003DMT400083045	Has Ortholog	Potato	Auxin	TRUE
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190;PGSC0003DMP400043955\tPGSC0003DMT400065192;PGSC0003DMP400043956\tPGSC0003DMT400065193;PGSC0003DMP400055776\tPGSC0003DMT400083045	Has Ortholog	Potato	Auxin	TRUE
Solyc03g113220	SLYcer03g04502	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g113220	Sopen03g032280	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g113220	SPI03g04551	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g117860	PGSC0003DMP400025028\tPGSC0003DMT400036885	Has Ortholog	Potato	Auxin	FALSE
Solyc03g117860	SLYcer03g04981	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g117860	SPI03g05038	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc03g118860	Capang03g000358	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc03g118860	Capana03g000398	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc03g118860	PGSC0003DMP400009978\tPGSC0003DMT400014444	Has Ortholog	Potato	Auxin	FALSE
Solyc03g118860	SLYcer03g05085	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc03g118860	Sopen03g037810	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc03g118860	SPI03g05143	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc04g011520	Capang05g000301	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc04g011520	Capana05g000345	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc04g011520	PGSC0003DMP400048246\tPGSC0003DMT400071329	Has Ortholog	Potato	Auxin	FALSE
Solyc04g011520	SLYcer04g00914	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc04g011520	Sopen04g005700	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc04g011520	SPI04g00728	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc04g025530	Capang01g002869	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc04g025530	Capana08g000129	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc04g025530	SLYcer04g02298	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc04g025530	Sopen04g012680	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc04g025530	SPI04g02076	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc04g077050	Capang04g000742	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc04g077050	Capana04g000780	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc04g077050	PGSC0003DMP400008841\tPGSC0003DMT400012730	Has Ortholog	Potato	Auxin	FALSE
Solyc04g077050	SLYcer04g05314	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc04g077050	SPI04g04806	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc04g080230	Capang04g000351	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc04g080230	Capana04g000378	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc04g080230	PGSC0003DMP400009162\tPGSC0003DMT400013216;PGSC0003DMP400009163\tPGSC0003DMT400013217	Has Ortholog	Potato	Auxin	TRUE
Solyc04g080230	PGSC0003DMP400009162\tPGSC0003DMT400013216;PGSC0003DMP400009163\tPGSC0003DMT400013217	Has Ortholog	Potato	Auxin	TRUE
Solyc04g080230	SLYcer04g05621	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc04g080230	Sopen04g033810	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc04g080230	SPI04g05118	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capang00g001350;Capang03g000696;Capang03g002207;Capang04g000169;Capang06g000348;Capang06g002451;Capang09g001352;Capang10g001125;Capang10g001902;Capang12g000485	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	Capana00g000561;Capana00g004468;Capana00g005100;Capana02g001123;Capana04g000187;Capana06g000379;Capana06g002647;Capana10g001333;Capana10g002148;Capana12g000592	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc04g081490	PGSC0003DMP400009992\tPGSC0003DMT400014466;PGSC0003DMP400017551\tPGSC0003DMT400025739;PGSC0003DMP400019582\tPGSC0003DMT400028800;PGSC0003DMP400025186\tPGSC0003DMT400037093;PGSC0003DMP400025187\tPGSC0003DMT400037094;PGSC0003DMP400033236\tPGSC0003DMT400049212;PGSC0003DMP400036236\tPGSC0003DMT400053750;PGSC0003DMP400049006\tPGSC0003DMT400072466;PGSC0003DMP400051081\tPGSC0003DMT400075425;PGSC0003DMP400052131\tPGSC0003DMT400076938;PGSC0003DMP400052954\tPGSC0003DMT400078206	Has Ortholog	Potato	Auxin	TRUE
Solyc04g081490	PGSC0003DMP400009992\tPGSC0003DMT400014466;PGSC0003DMP400017551\tPGSC0003DMT400025739;PGSC0003DMP400019582\tPGSC0003DMT400028800;PGSC0003DMP400025186\tPGSC0003DMT400037093;PGSC0003DMP400025187\tPGSC0003DMT400037094;PGSC0003DMP400033236\tPGSC0003DMT400049212;PGSC0003DMP400036236\tPGSC0003DMT400053750;PGSC0003DMP400049006\tPGSC0003DMT400072466;PGSC0003DMP400051081\tPGSC0003DMT400075425;PGSC0003DMP400052131\tPGSC0003DMT400076938;PGSC0003DMP400052954\tPGSC0003DMT400078206	Has Ortholog	Potato	Auxin	TRUE
